banco;comercio;descuento;descuento_pct;tope;dias;horario;lugares;tarjetas;modalidad;region;vigencia;url;condiciones
Santander;Exò Nuit;30%. dcto. todos los miércoles;30;$40.000;Miércoles;;"Candelaria Goyenechea 3868, Vitacura; Vitacura";Exclusivo pagando con tus Tarjetas de Crédito y Débito Santander.;Presencial;Metropolitana;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/exo-nuit;"restaurante y bar de cocina japonesa&ndash;mediterránea / Recuerda que: / - Exclusivo pagando con tus Tarjetas de Crédito y Débito Santander. / - Válido para consumo en local. / - Candelaria Goyenechea 3868, Vitacura. / - Tope de descuento de $40.000. / - No acumulable a otras promociones. / - Se excluyen propinas, menús, happy hours."
Santander;Delivery Gourmet;30% dcto. todos los miércoles;30;$40.000;Miércoles;;"Partenón 1727, Vitacura / Av. Francisco Bilbao 2752, Providencia / Roberto Espinoza 718, Santiago Centro; Vitacura, Providencia, Santiago";Exclusivo con tus Tarjetas de Crédito y Débito Santander.;Presencial y online;Metropolitana;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/delivery-gourmet;Tus comidas favoritas en un solo pedido / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito y Débito Santander. / - Válido en local, delivery web y retiro en local. / - Partenón 1727, Vitacura / Av. Francisco Bilbao 2752, Providencia / Roberto Espinoza 718, Santiago Centro / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $40.000. / - Se excluyen propinas, menús, happy hours.
Santander;Curry;30% dcto. todos los miércoles;30;$40.000;Miércoles;;"Partenón 1727, Vitacura / Av. Francisco Bilbao 2752, Providencia / Roberto Espinoza 718, Santiago Centro; Vitacura, Providencia, Santiago";Exclusivo con tus Tarjetas de Crédito y Débito Santander.;Presencial y online;Metropolitana;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/curry-2;Comida Tailandesa / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito y Débito Santander. / - Válido en local, delivery web y retiro en local. / - Partenón 1727, Vitacura / Av. Francisco Bilbao 2752, Providencia / Roberto Espinoza 718, Santiago Centro / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $40.000. / - Se excluyen propinas, menús, happy hours.
Santander;Rocoto;30% dcto. todos los miércoles;30;$40.000;Miércoles;;"Partenón 1727, Vitacura / Av. Francisco Bilbao 2752, Providencia / Roberto Espinoza 718, Santiago Centro; Vitacura, Providencia, Santiago";Exclusivo con tus Tarjetas de Crédito y Débito Santander.;Presencial y online;Metropolitana;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/rocoto;Sabores peruanos auténticos en tu hogar / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito y Débito Santander. / - Válido en local, delivery web y retiro en local / - Partenón 1727, Vitacura / Av. Francisco Bilbao 2752, Providencia / Roberto Espinoza 718, Santiago Centro / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $40.000. / - Se excluyen propinas, menús, happy hours.
Santander;La Maestranza;40% dcto. todos los sábados;40;$40.000;Sábado;;"Av.Vitacura 5468, Las Condes; Presidente Kennedy 9001, Vitacura; Las Condes";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Metropolitana;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/la-maestranza-2;Hamburguesas premium  / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido para consumo en local. / - Av.Vitacura 5468, Las Condes. / - Presidente Kennedy 9001, Vitacura. / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $40.000. / - Se excluyen propinas, menús, happy hours.
Santander;Social Bar;40% dcto. todos los lunes;40;$40.000;Lunes;;"Av. Vitacura 3396, Vitacura; Vitacura";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Metropolitana;Hasta el 31 de agosto de 2026.;https://banco.santander.cl/beneficios/promociones/social-bar;Burgas, drinks y el good food mood que ya amas. / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido para consumo en local  / - Av. Vitacura 3396, Vitacura. / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $40.000. / - Se excluyen propinas, menús, happy hours.
Santander;La Yunta;40% dcto. todos los domingos;40;$40.000;Domingo;;"Av. Tabancura 1344, Vitacura, Av. El Bosque Central 18, Las Condes, Av. Manuel Montt 748, Providencia; Providencia, Las Condes, Vitacura";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Metropolitana;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/la-yunta-2;Los mejores sandwiches con recetas de norte a sur de Chile / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido en local. / - Av. Tabancura 1344, Vitacura, Av. El Bosque Central 18, Las Condes, Av. Manuel Montt 748, Providencia / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $40.000.
Santander;Streat Burger;40% dcto. todos los miércoles.;40;$40.000;Miércoles;;Las Condes, Lo Barnechea, Ñuñoa, La Florida, San Francisco de Mostazal, Hijuelas, Chillán, San Fernando, Llay Llay;Exclusivo con tus Tarjetas de Crédito Santander.;Presencial y online;Metropolitana, O'Higgins, Ñuble, Valparaíso;Hasta el 31 de agosto de 2026.;https://banco.santander.cl/beneficios/promociones/streat-burger;Streat Makes You Happy / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido en locales presenciales y en delivery a través de PedidosYa / - Válido en locales Santiago y Carretera. / - Válido dos cupones semanales por persona. / - Excluye categoría helados y combo full. / - No acumulable con otras promociones.  / - Descuento máximo por pedido de $40.000
Santander;Expendio Montt;30% dcto. todos los miércoles.;30;$40.000;Miércoles;;"Manuel Montt 727, Providencia; Providencia";Exclusivo con tus Tarjetas de Crédito y Débito Santander.;Presencial;Metropolitana;Hasta el 31 de agosto de 2026.;https://banco.santander.cl/beneficios/promociones/expendio-montt;Los mejores tacos y cervezas / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito y Débito Santander. / - Válido en local. / - Manuel Montt 727, Providencia. / - No acumulable con otras promociones. / - Descuento máximo por pedido de $40.000
Santander;Bar Porfirio;30% dcto. todos los miércoles.;30;$40.000;Miércoles;;"Manuel Montt 697, Providencia; Providencia";Exclusivo con tus Tarjetas de Crédito y Débito Santander.;Presencial;Metropolitana;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/bar-porfirio;Tacos, tragos y pura buena onda para cortar la semana con sabor / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito y Débito Santander. / - Válido en local. / - Manuel Montt 697, Providencia. / - No acumulable con otras promociones. / - Descuento máximo por pedido de $40.000
Santander;Kento Sushi;30% dcto. todos los miércoles.;30;$40.000;Miércoles;;"Parque Arauco, Alto las Condes y Av. Vitacura 5460; Las Condes, Vitacura";Exclusivo con tus Tarjetas de Crédito y Débito Santander.;Presencial y online;Metropolitana;Hasta el 31 de agosto de 2026.;https://banco.santander.cl/beneficios/promociones/kento-sushi;Los mejores sushi, nikkei, Sin arroz, Vegetarianos, Ceviche y más / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito y Débito Santander. / - Válido en local y online. / - Parque Arauco, Alto las Condes y Av. Vitacura 5460 / - No acumulable con otras promociones. / - Ingresando los 6 primeros dígitos de tu Tarjeta como código de descuento. / - Descuento máximo por pedido de $40.000
Santander;Hijo del Inca;30% dcto. todos los miércoles;30;$40.000;Miércoles;;"Príncipe de Gales 6992, La Reina; Santa magdalena 168 local 102 Providencia; La Reina";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Metropolitana;Hasta el 31 de agosto de 2026.;https://banco.santander.cl/beneficios/promociones/hijo-del-inca;Restaurante peruano. / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido para compras en local. / - Príncipe de Gales 6992, La Reina. / - Santa magdalena 168 local 102 Providencia. / - No acumulable con otras promociones. / - Descuento máximo por pedido de $40.000
Santander;Siete Olas;50%. dcto. todos los miércoles;50;$50.000;Miércoles;;"Av. Cachagua 269, Zapallar; Zapallar";Exclusivo con tus Nuevas Tarjetas de Crédito Santander American Express.;Presencial;Valparaíso;Desde el 01 de junio hasta el 30 de noviembre de 2026;https://banco.santander.cl/beneficios/promociones/siete-olas;Las mejores pizzas napolitanas y hamburguesas artesanales. / Recuerda que: / - Exclusivo con tus Nuevas Tarjetas de Crédito Santander American Express. / - Válido para consumo en local. / - Av. Cachagua 269, Zapallar. / - Tope de descuento de $50.000. / - No acumulable a otras promociones. / - Se excluyen propinas, menús, happy hours.
Santander;Dagan;40%. dcto. todos los miércoles;40;$100.000;Miércoles;;"Av. Nueva Costanera 3750, Vitacura; Vitacura";Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass.;Presencial;Metropolitana;Hasta el 31 de agosto de 2026.;https://banco.santander.cl/beneficios/promociones/dagan;Comida de algún lugar del mediterráneo. Inspirada en la cultura que comparten Europa, Asia y África. / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass. / - Válido para consumo en local. / - Av. Nueva Costanera 3750, Vitacura. / - Tope de descuento de $100.000. / - No acumulable a otras promociones. / - Se excluyen propinas, menús, happy hours.
Santander;Le Vice Chocolat;40% dcto. todos los jueves.;40;Sin tope;Jueves;;Vitacura;Exclusivo con tus Tarjetas de Crédito y Débito Santander.;Online / delivery;Metropolitana;Hasta el 31 de agosto de 2026.;https://banco.santander.cl/beneficios/promociones/le-vice-chocolat;Exquisitos chocolates de la más alta calidad, elaborados con ingredientes seleccionados cuidadosamente y un toque artesanal. / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito y Débito Santander. / - Válido en tiendas y www.levicechocolat.com / - Sin tope de descuento. / - No acumulable a otras promociones. / - Ingresa los 6 primeros dígitos de tu Tarjeta como código de descuento.
Santander;Sushi Nikkei 17;40% dcto. todos los martes;40;$40.000;Martes;;"Los Piñones 011, Providencia; Providencia.";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Metropolitana;Hasta el 31 de agosto de 2026.;https://banco.santander.cl/beneficios/promociones/sushi-nikkei-17;Mejores restaurantes de cocina nikkei de Santiago. / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Valido en local / - Los Piñones 011, Providencia. / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar en local. / - Descuento máximo por pedido de $40.000. / - Se excluyen propinas, menús, happy hours.
Santander;Berlin Döner Kebab;30% dcto. todos los miércoles;30;$40.000;Miércoles;;Ñuñoa, Vitacura;Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Metropolitana;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/berlin-doner-kebab;Restaurant de sandwich turco-alemanes / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido para consumo en local. / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $40.000. / - Se excluyen propinas, menús, happy hours.
Santander;Chicken Love You;40% dcto. todos los miércoles;40;$40.000;Miércoles;;Santiago,Vitacura,Las Condes,Maipú,La Reina,La Florida,Lo Barnechea,Viña del Mar;Exclusivo con tus Tarjetas de Crédito Santander;Presencial y online;Metropolitana,Valparaíso;Hasta el 31 de agosto de 2026.;https://banco.santander.cl/beneficios/promociones/chicken-love-you;Los mejores sandwich de pollo frito. / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander / - Válido para consumo en locales y online. / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $40.000 / - Ingresa los 6 primeros dígitos de tu Tarjeta como código de descuento. / - Se excluyen propinas, menús y happy hours.
Santander;Juan Esparraguito;30% dcto. todos los miércoles.;30;$100.000;Miércoles;;Las Condes, Lo Barnechea, Vitacura, La Reina, Ñuñoa, Providencia y Santiago;Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass.;Online / delivery;Metropolitana;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/juan-esparraguito;Mucho más que frutas y verduras, productos de temporada y seleccionados uno a uno / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass. / - Válido en www.juanesparraguito.com / - No acumulable a otras promociones. / - Ingresa los 6 primeros dígitos de tu tarjeta como código de descuento. / - Descuento máximo por pedido de $100.000 / - Exclusivo en frutas y verduras.
Santander;Vinolia;50% de dcto. todos los lunes;50;$50.000;Lunes;;"Alonso de Monroy 2869, Vitacura; Vitacura";Exclusivo con tus Nuevas Tarjetas de Crédito Santander American Express.;Presencial;Metropolitana;Desde el 01 de junio al 31 de agosto de 2026.;https://banco.santander.cl/beneficios/promociones/vinolia;Propuesta gastronómica innovadora, que combina sabores sorprendentes con una cuidada selección de coctelería, vinos y destilados. / Recuerda que: / - Exclusivo con tus Nuevas Tarjetas de Crédito Santander American Express. / - Válido para consumo en local. / - Alonso de Monroy 2869, Vitacura. / - El descuento no aplica en tienda ni botellas. / - Tope de descuento de $50.000. / - No acumulable a otras promociones. / - Se excluyen propinas, menús, happy hours.
Santander;Maillard;40% dcto. todos los martes;40;$100.000;Martes;;"Nueva Costanera 3802, Vitacura; Vitacura";Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass.;Presencial;Metropolitana;Hasta el 31 de agosto de 2026.;https://banco.santander.cl/beneficios/promociones/maillard;Bar de carnes y cocteles del autor / Recuerda: / - Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass. / - Válido para consumo en local. / - Nueva Costanera 3802, Vitacura / - Tope de descuento de $100.000. / - Pide tu descuento al momento de pagar. / - No acumulable a otras promociones. / - Se excluyen propinas, menús, happy hours.
Santander;El Mundo del Vino;40% dcto. todos los lunes en viñas seleccionadas.;40;$100.000;Lunes;; Providencia, Las Condes;Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass.;Presencial y online;Metropolitana;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/el-mundo-del-vino-9;¡El mejor vino para ti! / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass. / - Válido para compras en local y www.elmundodelvino.cl / - No acumulable a otras promociones. / - En viñas seleccionadas: Concha y Toro, Clos de Luz, Barón Philippe, Tres Palacio, Las  Veletas, San Pedro, Tarapaca, Miguel Torres, Errazuriz, Arboleda. / - Ingresando los 6 primeros dígitos de tu Tarjeta como código de descuento. / - Descuento máximo por pedido de $100.000
Santander;Bozzo;40% dcto. todos los martes en bozzochocolates.cl y 20% dcto. en tiendas;40;$40.000;Martes;;Las Condes, Vitacura, Lo Barnechea, Providencia, Santiago, Peñalolén, La Florida;Exclusivo con tus Tarjetas de Crédito y Débito Santander.;Presencial y online;Metropolitana;Hasta el 31 de agosto de 2026.;https://banco.santander.cl/beneficios/promociones/bozzo-4;¡Disfruta los mejores chocolates, receta de tradición italiana! / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito y Débito Santander. / - Válido en www.bozzochocolates.cl y presencial. / - 20% dcto. en tiendas válido solo en Región Metropolitana. / - No acumulable a otras promociones. / - Ingresando los 6 primeros dígitos de tu Tarjeta como código de descuento. / - Para hacer efectivo el descuento debes mostrar y pagar con tus Tarjetas Santander. / - Descuento máximo por pedido de $40.000. / - Descuento aplica solamente para personas naturales.
Santander;El Taller;40% dcto. todos los martes;40;$15.000;Martes;;"Av. Providencia 1467, Providencia; Av. La Dehesa 1570, Lo Barnechea; Av. Apoquindo 2730, Las Condes; Providencia, Lo Barnechea, Las Condes";Exclusivo con tus Tarjetas de Crédito y Débito Santander.;Presencial y online;Metropolitana;Hasta el 31 de agosto de 2026.;https://banco.santander.cl/beneficios/promociones/el-taller;Helados Artesanales de Alta Calidad, reconocidos entre los mejores del Mundo / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito y Débito Santander. / - Válido para consumo en locales y www.eltallerchile.cl / - Av. Providencia 1467, Providencia. / - Av. La Dehesa 1570, Lo Barnechea. / - Av. Apoquindo 2730, Las Condes. / - Tope de descuento de $15.000. / - Para compras presenciales pide tu descuento al momento de pagar. / - Para compras online ingresa los 6 primeros dígitos de tu tarjeta como código de descuento. / - No acumulable a otras promociones.
Santander;La Caperucita y el Lobo;40% dcto. todos los jueves.;40;$100.000;Jueves;;"Ferrari 75, Valparaíso; Valparaíso";Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass.;Presencial;Valparaíso;Hasta el 31 de agosto de 2026.;https://banco.santander.cl/beneficios/promociones/la-caperucita-y-el-lobo;Sabores que relatan historia y preparaciones con harto cuento / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass. / - Válido en local. / - Ferrari 75, Valparaíso / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $100.000.
Santander;Jardín Mallinkrodt;40%. dcto. todos los martes;40;$40.000;Martes;;"Av. Vitacura 6780, local F01, Vitacura; Mallinkrodt 170, Providencia; Vitacura";Exclusivo pagando con tus Tarjetas de Crédito Santander.;Presencial;Metropolitana;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/jardin-mallinkrodt;Conoce toda la gastronomía global y coctelería innovadora. / Recuerda que: / - Exclusivo pagando con tus Tarjetas de Crédito Santander. / - Válido para consumo en local. / - Av. Vitacura 6780, local F01, Vitacura. / - Mallinkrodt 170, Providencia. / - Tope de descuento de $40.000. / - No acumulable a otras promociones. / - Se excluyen propinas, menús, happy hours.
